date_key,date,annee,trimestre,mois_num,mois_nom,annee_mois,jour,jour_semaine_num,jour_semaine_nom,est_weekend
20250829,2025-08-29,2025,3,8,August,2025-08,29,5,Friday,f
20250830,2025-08-30,2025,3,8,August,2025-08,30,6,Saturday,t
20250831,2025-08-31,2025,3,8,August,2025-08,31,7,Sunday,t
20250901,2025-09-01,2025,3,9,September,2025-09,1,1,Monday,f
20250902,2025-09-02,2025,3,9,September,2025-09,2,2,Tuesday,f
20250903,2025-09-03,2025,3,9,September,2025-09,3,3,Wednesday,f
20250904,2025-09-04,2025,3,9,September,2025-09,4,4,Thursday,f
20250905,2025-09-05,2025,3,9,September,2025-09,5,5,Friday,f
20250906,2025-09-06,2025,3,9,September,2025-09,6,6,Saturday,t
20250907,2025-09-07,2025,3,9,September,2025-09,7,7,Sunday,t
20250908,2025-09-08,2025,3,9,September,2025-09,8,1,Monday,f
20250909,2025-09-09,2025,3,9,September,2025-09,9,2,Tuesday,f
20250910,2025-09-10,2025,3,9,September,2025-09,10,3,Wednesday,f
20250911,2025-09-11,2025,3,9,September,2025-09,11,4,Thursday,f
20250912,2025-09-12,2025,3,9,September,2025-09,12,5,Friday,f
20250913,2025-09-13,2025,3,9,September,2025-09,13,6,Saturday,t
20250914,2025-09-14,2025,3,9,September,2025-09,14,7,Sunday,t
20250915,2025-09-15,2025,3,9,September,2025-09,15,1,Monday,f
20250916,2025-09-16,2025,3,9,September,2025-09,16,2,Tuesday,f
20250917,2025-09-17,2025,3,9,September,2025-09,17,3,Wednesday,f
20250918,2025-09-18,2025,3,9,September,2025-09,18,4,Thursday,f
20250919,2025-09-19,2025,3,9,September,2025-09,19,5,Friday,f
20250920,2025-09-20,2025,3,9,September,2025-09,20,6,Saturday,t
20250921,2025-09-21,2025,3,9,September,2025-09,21,7,Sunday,t
20250922,2025-09-22,2025,3,9,September,2025-09,22,1,Monday,f
20250923,2025-09-23,2025,3,9,September,2025-09,23,2,Tuesday,f
20250924,2025-09-24,2025,3,9,September,2025-09,24,3,Wednesday,f
20250925,2025-09-25,2025,3,9,September,2025-09,25,4,Thursday,f
20250926,2025-09-26,2025,3,9,September,2025-09,26,5,Friday,f
20250927,2025-09-27,2025,3,9,September,2025-09,27,6,Saturday,t
20250928,2025-09-28,2025,3,9,September,2025-09,28,7,Sunday,t
20250929,2025-09-29,2025,3,9,September,2025-09,29,1,Monday,f
20250930,2025-09-30,2025,3,9,September,2025-09,30,2,Tuesday,f
20251001,2025-10-01,2025,4,10,October,2025-10,1,3,Wednesday,f
20251002,2025-10-02,2025,4,10,October,2025-10,2,4,Thursday,f
20251003,2025-10-03,2025,4,10,October,2025-10,3,5,Friday,f
20251004,2025-10-04,2025,4,10,October,2025-10,4,6,Saturday,t
20251005,2025-10-05,2025,4,10,October,2025-10,5,7,Sunday,t
20251006,2025-10-06,2025,4,10,October,2025-10,6,1,Monday,f
20251007,2025-10-07,2025,4,10,October,2025-10,7,2,Tuesday,f
20251008,2025-10-08,2025,4,10,October,2025-10,8,3,Wednesday,f
20251009,2025-10-09,2025,4,10,October,2025-10,9,4,Thursday,f
20251010,2025-10-10,2025,4,10,October,2025-10,10,5,Friday,f
20251011,2025-10-11,2025,4,10,October,2025-10,11,6,Saturday,t
20251012,2025-10-12,2025,4,10,October,2025-10,12,7,Sunday,t
20251013,2025-10-13,2025,4,10,October,2025-10,13,1,Monday,f
20251014,2025-10-14,2025,4,10,October,2025-10,14,2,Tuesday,f
20251015,2025-10-15,2025,4,10,October,2025-10,15,3,Wednesday,f
20251016,2025-10-16,2025,4,10,October,2025-10,16,4,Thursday,f
20251017,2025-10-17,2025,4,10,October,2025-10,17,5,Friday,f
20251018,2025-10-18,2025,4,10,October,2025-10,18,6,Saturday,t
20251019,2025-10-19,2025,4,10,October,2025-10,19,7,Sunday,t
20251020,2025-10-20,2025,4,10,October,2025-10,20,1,Monday,f
20251021,2025-10-21,2025,4,10,October,2025-10,21,2,Tuesday,f
20251022,2025-10-22,2025,4,10,October,2025-10,22,3,Wednesday,f
20251023,2025-10-23,2025,4,10,October,2025-10,23,4,Thursday,f
20251024,2025-10-24,2025,4,10,October,2025-10,24,5,Friday,f
20251025,2025-10-25,2025,4,10,October,2025-10,25,6,Saturday,t
20251026,2025-10-26,2025,4,10,October,2025-10,26,7,Sunday,t
20251027,2025-10-27,2025,4,10,October,2025-10,27,1,Monday,f
20251028,2025-10-28,2025,4,10,October,2025-10,28,2,Tuesday,f
20251029,2025-10-29,2025,4,10,October,2025-10,29,3,Wednesday,f
20251030,2025-10-30,2025,4,10,October,2025-10,30,4,Thursday,f
20251031,2025-10-31,2025,4,10,October,2025-10,31,5,Friday,f
20251101,2025-11-01,2025,4,11,November,2025-11,1,6,Saturday,t
20251102,2025-11-02,2025,4,11,November,2025-11,2,7,Sunday,t
20251103,2025-11-03,2025,4,11,November,2025-11,3,1,Monday,f
20251104,2025-11-04,2025,4,11,November,2025-11,4,2,Tuesday,f
20251105,2025-11-05,2025,4,11,November,2025-11,5,3,Wednesday,f
20251106,2025-11-06,2025,4,11,November,2025-11,6,4,Thursday,f
20251107,2025-11-07,2025,4,11,November,2025-11,7,5,Friday,f
20251108,2025-11-08,2025,4,11,November,2025-11,8,6,Saturday,t
20251109,2025-11-09,2025,4,11,November,2025-11,9,7,Sunday,t
20251110,2025-11-10,2025,4,11,November,2025-11,10,1,Monday,f
20251111,2025-11-11,2025,4,11,November,2025-11,11,2,Tuesday,f
20251112,2025-11-12,2025,4,11,November,2025-11,12,3,Wednesday,f
20251113,2025-11-13,2025,4,11,November,2025-11,13,4,Thursday,f
20251114,2025-11-14,2025,4,11,November,2025-11,14,5,Friday,f
20251115,2025-11-15,2025,4,11,November,2025-11,15,6,Saturday,t
20251116,2025-11-16,2025,4,11,November,2025-11,16,7,Sunday,t
20251117,2025-11-17,2025,4,11,November,2025-11,17,1,Monday,f
20251118,2025-11-18,2025,4,11,November,2025-11,18,2,Tuesday,f
20251119,2025-11-19,2025,4,11,November,2025-11,19,3,Wednesday,f
20251120,2025-11-20,2025,4,11,November,2025-11,20,4,Thursday,f
20251121,2025-11-21,2025,4,11,November,2025-11,21,5,Friday,f
20251122,2025-11-22,2025,4,11,November,2025-11,22,6,Saturday,t
20251123,2025-11-23,2025,4,11,November,2025-11,23,7,Sunday,t
20251124,2025-11-24,2025,4,11,November,2025-11,24,1,Monday,f
20251125,2025-11-25,2025,4,11,November,2025-11,25,2,Tuesday,f
20251126,2025-11-26,2025,4,11,November,2025-11,26,3,Wednesday,f
20251127,2025-11-27,2025,4,11,November,2025-11,27,4,Thursday,f
20251128,2025-11-28,2025,4,11,November,2025-11,28,5,Friday,f
20251129,2025-11-29,2025,4,11,November,2025-11,29,6,Saturday,t
20251130,2025-11-30,2025,4,11,November,2025-11,30,7,Sunday,t
20251201,2025-12-01,2025,4,12,December,2025-12,1,1,Monday,f
20251202,2025-12-02,2025,4,12,December,2025-12,2,2,Tuesday,f
20251203,2025-12-03,2025,4,12,December,2025-12,3,3,Wednesday,f
20251204,2025-12-04,2025,4,12,December,2025-12,4,4,Thursday,f
20251205,2025-12-05,2025,4,12,December,2025-12,5,5,Friday,f
20251206,2025-12-06,2025,4,12,December,2025-12,6,6,Saturday,t
20251207,2025-12-07,2025,4,12,December,2025-12,7,7,Sunday,t
20251208,2025-12-08,2025,4,12,December,2025-12,8,1,Monday,f
20251209,2025-12-09,2025,4,12,December,2025-12,9,2,Tuesday,f
20251210,2025-12-10,2025,4,12,December,2025-12,10,3,Wednesday,f
20251211,2025-12-11,2025,4,12,December,2025-12,11,4,Thursday,f
20251212,2025-12-12,2025,4,12,December,2025-12,12,5,Friday,f
20251213,2025-12-13,2025,4,12,December,2025-12,13,6,Saturday,t
20251214,2025-12-14,2025,4,12,December,2025-12,14,7,Sunday,t
20251215,2025-12-15,2025,4,12,December,2025-12,15,1,Monday,f
20251216,2025-12-16,2025,4,12,December,2025-12,16,2,Tuesday,f
20251217,2025-12-17,2025,4,12,December,2025-12,17,3,Wednesday,f
20251218,2025-12-18,2025,4,12,December,2025-12,18,4,Thursday,f
20251219,2025-12-19,2025,4,12,December,2025-12,19,5,Friday,f
20251220,2025-12-20,2025,4,12,December,2025-12,20,6,Saturday,t
20251221,2025-12-21,2025,4,12,December,2025-12,21,7,Sunday,t
20251222,2025-12-22,2025,4,12,December,2025-12,22,1,Monday,f
20251223,2025-12-23,2025,4,12,December,2025-12,23,2,Tuesday,f
20251224,2025-12-24,2025,4,12,December,2025-12,24,3,Wednesday,f
20251225,2025-12-25,2025,4,12,December,2025-12,25,4,Thursday,f
20251226,2025-12-26,2025,4,12,December,2025-12,26,5,Friday,f
20251227,2025-12-27,2025,4,12,December,2025-12,27,6,Saturday,t
20251228,2025-12-28,2025,4,12,December,2025-12,28,7,Sunday,t
20251229,2025-12-29,2025,4,12,December,2025-12,29,1,Monday,f
20251230,2025-12-30,2025,4,12,December,2025-12,30,2,Tuesday,f
20251231,2025-12-31,2025,4,12,December,2025-12,31,3,Wednesday,f
20260101,2026-01-01,2026,1,1,January,2026-01,1,4,Thursday,f
20260102,2026-01-02,2026,1,1,January,2026-01,2,5,Friday,f
20260103,2026-01-03,2026,1,1,January,2026-01,3,6,Saturday,t
20260104,2026-01-04,2026,1,1,January,2026-01,4,7,Sunday,t
20260105,2026-01-05,2026,1,1,January,2026-01,5,1,Monday,f
20260106,2026-01-06,2026,1,1,January,2026-01,6,2,Tuesday,f
20260107,2026-01-07,2026,1,1,January,2026-01,7,3,Wednesday,f
20260108,2026-01-08,2026,1,1,January,2026-01,8,4,Thursday,f
20260109,2026-01-09,2026,1,1,January,2026-01,9,5,Friday,f
20260110,2026-01-10,2026,1,1,January,2026-01,10,6,Saturday,t
20260111,2026-01-11,2026,1,1,January,2026-01,11,7,Sunday,t
20260112,2026-01-12,2026,1,1,January,2026-01,12,1,Monday,f
20260113,2026-01-13,2026,1,1,January,2026-01,13,2,Tuesday,f
20260114,2026-01-14,2026,1,1,January,2026-01,14,3,Wednesday,f
20260115,2026-01-15,2026,1,1,January,2026-01,15,4,Thursday,f
20260116,2026-01-16,2026,1,1,January,2026-01,16,5,Friday,f
20260117,2026-01-17,2026,1,1,January,2026-01,17,6,Saturday,t
20260118,2026-01-18,2026,1,1,January,2026-01,18,7,Sunday,t
20260119,2026-01-19,2026,1,1,January,2026-01,19,1,Monday,f
20260120,2026-01-20,2026,1,1,January,2026-01,20,2,Tuesday,f
20260121,2026-01-21,2026,1,1,January,2026-01,21,3,Wednesday,f
20260122,2026-01-22,2026,1,1,January,2026-01,22,4,Thursday,f
20260123,2026-01-23,2026,1,1,January,2026-01,23,5,Friday,f
20260124,2026-01-24,2026,1,1,January,2026-01,24,6,Saturday,t
20260125,2026-01-25,2026,1,1,January,2026-01,25,7,Sunday,t
20260126,2026-01-26,2026,1,1,January,2026-01,26,1,Monday,f
20260127,2026-01-27,2026,1,1,January,2026-01,27,2,Tuesday,f
20260128,2026-01-28,2026,1,1,January,2026-01,28,3,Wednesday,f
20260129,2026-01-29,2026,1,1,January,2026-01,29,4,Thursday,f
20260130,2026-01-30,2026,1,1,January,2026-01,30,5,Friday,f
20260131,2026-01-31,2026,1,1,January,2026-01,31,6,Saturday,t
20260201,2026-02-01,2026,1,2,February,2026-02,1,7,Sunday,t
20260202,2026-02-02,2026,1,2,February,2026-02,2,1,Monday,f
20260203,2026-02-03,2026,1,2,February,2026-02,3,2,Tuesday,f
20260204,2026-02-04,2026,1,2,February,2026-02,4,3,Wednesday,f
20260205,2026-02-05,2026,1,2,February,2026-02,5,4,Thursday,f
20260206,2026-02-06,2026,1,2,February,2026-02,6,5,Friday,f
20260207,2026-02-07,2026,1,2,February,2026-02,7,6,Saturday,t
20260208,2026-02-08,2026,1,2,February,2026-02,8,7,Sunday,t
20260209,2026-02-09,2026,1,2,February,2026-02,9,1,Monday,f
20260210,2026-02-10,2026,1,2,February,2026-02,10,2,Tuesday,f
20260211,2026-02-11,2026,1,2,February,2026-02,11,3,Wednesday,f
20260212,2026-02-12,2026,1,2,February,2026-02,12,4,Thursday,f
20260213,2026-02-13,2026,1,2,February,2026-02,13,5,Friday,f
20260214,2026-02-14,2026,1,2,February,2026-02,14,6,Saturday,t
20260215,2026-02-15,2026,1,2,February,2026-02,15,7,Sunday,t
20260216,2026-02-16,2026,1,2,February,2026-02,16,1,Monday,f
20260217,2026-02-17,2026,1,2,February,2026-02,17,2,Tuesday,f
20260218,2026-02-18,2026,1,2,February,2026-02,18,3,Wednesday,f
20260219,2026-02-19,2026,1,2,February,2026-02,19,4,Thursday,f
20260220,2026-02-20,2026,1,2,February,2026-02,20,5,Friday,f
20260221,2026-02-21,2026,1,2,February,2026-02,21,6,Saturday,t
20260222,2026-02-22,2026,1,2,February,2026-02,22,7,Sunday,t
20260223,2026-02-23,2026,1,2,February,2026-02,23,1,Monday,f
20260224,2026-02-24,2026,1,2,February,2026-02,24,2,Tuesday,f
20260225,2026-02-25,2026,1,2,February,2026-02,25,3,Wednesday,f
20260226,2026-02-26,2026,1,2,February,2026-02,26,4,Thursday,f
20260227,2026-02-27,2026,1,2,February,2026-02,27,5,Friday,f
20260228,2026-02-28,2026,1,2,February,2026-02,28,6,Saturday,t
20260301,2026-03-01,2026,1,3,March,2026-03,1,7,Sunday,t
20260302,2026-03-02,2026,1,3,March,2026-03,2,1,Monday,f
20260303,2026-03-03,2026,1,3,March,2026-03,3,2,Tuesday,f
20260304,2026-03-04,2026,1,3,March,2026-03,4,3,Wednesday,f
20260305,2026-03-05,2026,1,3,March,2026-03,5,4,Thursday,f
20260306,2026-03-06,2026,1,3,March,2026-03,6,5,Friday,f
20260307,2026-03-07,2026,1,3,March,2026-03,7,6,Saturday,t
20260308,2026-03-08,2026,1,3,March,2026-03,8,7,Sunday,t
20260309,2026-03-09,2026,1,3,March,2026-03,9,1,Monday,f
20260310,2026-03-10,2026,1,3,March,2026-03,10,2,Tuesday,f
20260311,2026-03-11,2026,1,3,March,2026-03,11,3,Wednesday,f
20260312,2026-03-12,2026,1,3,March,2026-03,12,4,Thursday,f
20260313,2026-03-13,2026,1,3,March,2026-03,13,5,Friday,f
20260314,2026-03-14,2026,1,3,March,2026-03,14,6,Saturday,t
20260315,2026-03-15,2026,1,3,March,2026-03,15,7,Sunday,t
20260316,2026-03-16,2026,1,3,March,2026-03,16,1,Monday,f
20260317,2026-03-17,2026,1,3,March,2026-03,17,2,Tuesday,f
20260318,2026-03-18,2026,1,3,March,2026-03,18,3,Wednesday,f
20260319,2026-03-19,2026,1,3,March,2026-03,19,4,Thursday,f
20260320,2026-03-20,2026,1,3,March,2026-03,20,5,Friday,f
20260321,2026-03-21,2026,1,3,March,2026-03,21,6,Saturday,t
20260322,2026-03-22,2026,1,3,March,2026-03,22,7,Sunday,t
20260323,2026-03-23,2026,1,3,March,2026-03,23,1,Monday,f
20260324,2026-03-24,2026,1,3,March,2026-03,24,2,Tuesday,f
20260325,2026-03-25,2026,1,3,March,2026-03,25,3,Wednesday,f
20260326,2026-03-26,2026,1,3,March,2026-03,26,4,Thursday,f
20260327,2026-03-27,2026,1,3,March,2026-03,27,5,Friday,f
20260328,2026-03-28,2026,1,3,March,2026-03,28,6,Saturday,t
20260329,2026-03-29,2026,1,3,March,2026-03,29,7,Sunday,t
20260330,2026-03-30,2026,1,3,March,2026-03,30,1,Monday,f
20260331,2026-03-31,2026,1,3,March,2026-03,31,2,Tuesday,f
20260401,2026-04-01,2026,2,4,April,2026-04,1,3,Wednesday,f
20260402,2026-04-02,2026,2,4,April,2026-04,2,4,Thursday,f
20260403,2026-04-03,2026,2,4,April,2026-04,3,5,Friday,f
20260404,2026-04-04,2026,2,4,April,2026-04,4,6,Saturday,t
20260405,2026-04-05,2026,2,4,April,2026-04,5,7,Sunday,t
20260406,2026-04-06,2026,2,4,April,2026-04,6,1,Monday,f
20260407,2026-04-07,2026,2,4,April,2026-04,7,2,Tuesday,f
20260408,2026-04-08,2026,2,4,April,2026-04,8,3,Wednesday,f
20260409,2026-04-09,2026,2,4,April,2026-04,9,4,Thursday,f
20260410,2026-04-10,2026,2,4,April,2026-04,10,5,Friday,f
20260411,2026-04-11,2026,2,4,April,2026-04,11,6,Saturday,t
20260412,2026-04-12,2026,2,4,April,2026-04,12,7,Sunday,t
20260413,2026-04-13,2026,2,4,April,2026-04,13,1,Monday,f
20260414,2026-04-14,2026,2,4,April,2026-04,14,2,Tuesday,f
20260415,2026-04-15,2026,2,4,April,2026-04,15,3,Wednesday,f
20260416,2026-04-16,2026,2,4,April,2026-04,16,4,Thursday,f
20260417,2026-04-17,2026,2,4,April,2026-04,17,5,Friday,f
20260418,2026-04-18,2026,2,4,April,2026-04,18,6,Saturday,t
20260419,2026-04-19,2026,2,4,April,2026-04,19,7,Sunday,t
20260420,2026-04-20,2026,2,4,April,2026-04,20,1,Monday,f
20260421,2026-04-21,2026,2,4,April,2026-04,21,2,Tuesday,f
20260422,2026-04-22,2026,2,4,April,2026-04,22,3,Wednesday,f
20260423,2026-04-23,2026,2,4,April,2026-04,23,4,Thursday,f
20260424,2026-04-24,2026,2,4,April,2026-04,24,5,Friday,f
20260425,2026-04-25,2026,2,4,April,2026-04,25,6,Saturday,t
20260426,2026-04-26,2026,2,4,April,2026-04,26,7,Sunday,t
20260427,2026-04-27,2026,2,4,April,2026-04,27,1,Monday,f
20260428,2026-04-28,2026,2,4,April,2026-04,28,2,Tuesday,f
20260429,2026-04-29,2026,2,4,April,2026-04,29,3,Wednesday,f
20260430,2026-04-30,2026,2,4,April,2026-04,30,4,Thursday,f
20260501,2026-05-01,2026,2,5,May,2026-05,1,5,Friday,f
20260502,2026-05-02,2026,2,5,May,2026-05,2,6,Saturday,t
20260503,2026-05-03,2026,2,5,May,2026-05,3,7,Sunday,t
20260504,2026-05-04,2026,2,5,May,2026-05,4,1,Monday,f
20260505,2026-05-05,2026,2,5,May,2026-05,5,2,Tuesday,f
20260506,2026-05-06,2026,2,5,May,2026-05,6,3,Wednesday,f
20260507,2026-05-07,2026,2,5,May,2026-05,7,4,Thursday,f
20260508,2026-05-08,2026,2,5,May,2026-05,8,5,Friday,f
20260509,2026-05-09,2026,2,5,May,2026-05,9,6,Saturday,t
20260510,2026-05-10,2026,2,5,May,2026-05,10,7,Sunday,t
20260511,2026-05-11,2026,2,5,May,2026-05,11,1,Monday,f
20260512,2026-05-12,2026,2,5,May,2026-05,12,2,Tuesday,f
20260513,2026-05-13,2026,2,5,May,2026-05,13,3,Wednesday,f
20260514,2026-05-14,2026,2,5,May,2026-05,14,4,Thursday,f
20260515,2026-05-15,2026,2,5,May,2026-05,15,5,Friday,f
20260516,2026-05-16,2026,2,5,May,2026-05,16,6,Saturday,t
20260517,2026-05-17,2026,2,5,May,2026-05,17,7,Sunday,t
20260518,2026-05-18,2026,2,5,May,2026-05,18,1,Monday,f
20260519,2026-05-19,2026,2,5,May,2026-05,19,2,Tuesday,f
20260520,2026-05-20,2026,2,5,May,2026-05,20,3,Wednesday,f
20260521,2026-05-21,2026,2,5,May,2026-05,21,4,Thursday,f
20260522,2026-05-22,2026,2,5,May,2026-05,22,5,Friday,f
20260523,2026-05-23,2026,2,5,May,2026-05,23,6,Saturday,t
20260524,2026-05-24,2026,2,5,May,2026-05,24,7,Sunday,t
20260525,2026-05-25,2026,2,5,May,2026-05,25,1,Monday,f
20260526,2026-05-26,2026,2,5,May,2026-05,26,2,Tuesday,f
20260527,2026-05-27,2026,2,5,May,2026-05,27,3,Wednesday,f
20260528,2026-05-28,2026,2,5,May,2026-05,28,4,Thursday,f
20260529,2026-05-29,2026,2,5,May,2026-05,29,5,Friday,f
20260530,2026-05-30,2026,2,5,May,2026-05,30,6,Saturday,t
20260531,2026-05-31,2026,2,5,May,2026-05,31,7,Sunday,t
20260601,2026-06-01,2026,2,6,June,2026-06,1,1,Monday,f
20260602,2026-06-02,2026,2,6,June,2026-06,2,2,Tuesday,f
20260603,2026-06-03,2026,2,6,June,2026-06,3,3,Wednesday,f
20260604,2026-06-04,2026,2,6,June,2026-06,4,4,Thursday,f
20260605,2026-06-05,2026,2,6,June,2026-06,5,5,Friday,f
20260606,2026-06-06,2026,2,6,June,2026-06,6,6,Saturday,t
20260607,2026-06-07,2026,2,6,June,2026-06,7,7,Sunday,t
20260608,2026-06-08,2026,2,6,June,2026-06,8,1,Monday,f
20260609,2026-06-09,2026,2,6,June,2026-06,9,2,Tuesday,f
20260610,2026-06-10,2026,2,6,June,2026-06,10,3,Wednesday,f
20260611,2026-06-11,2026,2,6,June,2026-06,11,4,Thursday,f
20260612,2026-06-12,2026,2,6,June,2026-06,12,5,Friday,f
20260613,2026-06-13,2026,2,6,June,2026-06,13,6,Saturday,t
20260614,2026-06-14,2026,2,6,June,2026-06,14,7,Sunday,t
20260615,2026-06-15,2026,2,6,June,2026-06,15,1,Monday,f
20260616,2026-06-16,2026,2,6,June,2026-06,16,2,Tuesday,f
20260617,2026-06-17,2026,2,6,June,2026-06,17,3,Wednesday,f
20260618,2026-06-18,2026,2,6,June,2026-06,18,4,Thursday,f
20260619,2026-06-19,2026,2,6,June,2026-06,19,5,Friday,f
20260620,2026-06-20,2026,2,6,June,2026-06,20,6,Saturday,t
20260621,2026-06-21,2026,2,6,June,2026-06,21,7,Sunday,t
20260622,2026-06-22,2026,2,6,June,2026-06,22,1,Monday,f
20260623,2026-06-23,2026,2,6,June,2026-06,23,2,Tuesday,f
20260624,2026-06-24,2026,2,6,June,2026-06,24,3,Wednesday,f
20260625,2026-06-25,2026,2,6,June,2026-06,25,4,Thursday,f
20260626,2026-06-26,2026,2,6,June,2026-06,26,5,Friday,f
20260627,2026-06-27,2026,2,6,June,2026-06,27,6,Saturday,t
20260628,2026-06-28,2026,2,6,June,2026-06,28,7,Sunday,t
20260629,2026-06-29,2026,2,6,June,2026-06,29,1,Monday,f
20260630,2026-06-30,2026,2,6,June,2026-06,30,2,Tuesday,f
20260701,2026-07-01,2026,3,7,July,2026-07,1,3,Wednesday,f
20260702,2026-07-02,2026,3,7,July,2026-07,2,4,Thursday,f
20260703,2026-07-03,2026,3,7,July,2026-07,3,5,Friday,f
20260704,2026-07-04,2026,3,7,July,2026-07,4,6,Saturday,t
20260705,2026-07-05,2026,3,7,July,2026-07,5,7,Sunday,t
20260706,2026-07-06,2026,3,7,July,2026-07,6,1,Monday,f
20260707,2026-07-07,2026,3,7,July,2026-07,7,2,Tuesday,f
20260708,2026-07-08,2026,3,7,July,2026-07,8,3,Wednesday,f
20260709,2026-07-09,2026,3,7,July,2026-07,9,4,Thursday,f
20260710,2026-07-10,2026,3,7,July,2026-07,10,5,Friday,f
20260711,2026-07-11,2026,3,7,July,2026-07,11,6,Saturday,t
20260712,2026-07-12,2026,3,7,July,2026-07,12,7,Sunday,t
20260713,2026-07-13,2026,3,7,July,2026-07,13,1,Monday,f
20260714,2026-07-14,2026,3,7,July,2026-07,14,2,Tuesday,f
20260715,2026-07-15,2026,3,7,July,2026-07,15,3,Wednesday,f
20260716,2026-07-16,2026,3,7,July,2026-07,16,4,Thursday,f
20260717,2026-07-17,2026,3,7,July,2026-07,17,5,Friday,f
20260718,2026-07-18,2026,3,7,July,2026-07,18,6,Saturday,t
20260719,2026-07-19,2026,3,7,July,2026-07,19,7,Sunday,t
20260720,2026-07-20,2026,3,7,July,2026-07,20,1,Monday,f
20260721,2026-07-21,2026,3,7,July,2026-07,21,2,Tuesday,f
20260722,2026-07-22,2026,3,7,July,2026-07,22,3,Wednesday,f
20260723,2026-07-23,2026,3,7,July,2026-07,23,4,Thursday,f
20260724,2026-07-24,2026,3,7,July,2026-07,24,5,Friday,f
20260725,2026-07-25,2026,3,7,July,2026-07,25,6,Saturday,t
20260726,2026-07-26,2026,3,7,July,2026-07,26,7,Sunday,t
20260727,2026-07-27,2026,3,7,July,2026-07,27,1,Monday,f
20260728,2026-07-28,2026,3,7,July,2026-07,28,2,Tuesday,f
20260729,2026-07-29,2026,3,7,July,2026-07,29,3,Wednesday,f
20260730,2026-07-30,2026,3,7,July,2026-07,30,4,Thursday,f
20260731,2026-07-31,2026,3,7,July,2026-07,31,5,Friday,f
20260801,2026-08-01,2026,3,8,August,2026-08,1,6,Saturday,t
20260802,2026-08-02,2026,3,8,August,2026-08,2,7,Sunday,t
20260803,2026-08-03,2026,3,8,August,2026-08,3,1,Monday,f
20260804,2026-08-04,2026,3,8,August,2026-08,4,2,Tuesday,f
20260805,2026-08-05,2026,3,8,August,2026-08,5,3,Wednesday,f
20260806,2026-08-06,2026,3,8,August,2026-08,6,4,Thursday,f
20260807,2026-08-07,2026,3,8,August,2026-08,7,5,Friday,f
20260808,2026-08-08,2026,3,8,August,2026-08,8,6,Saturday,t
20260809,2026-08-09,2026,3,8,August,2026-08,9,7,Sunday,t
